"Name","Extension","Size","LastWriteTime","FullName"
"$IAH86H1.ps1",".ps1","104","2026-01-18T01:29:32.3792628-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IAH86H1.ps1"
"$I5SN855.py",".py","104","2026-01-18T01:50:13.7820060-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I5SN855.py"
"$I6HLTYP.ps1",".ps1","104","2026-01-18T01:50:13.9566957-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I6HLTYP.ps1"
"$IPA15MS","","104","2026-01-18T17:17:15.1984770-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IPA15MS"
"$IUSG1XN.ps1",".ps1","104","2026-01-24T00:39:30.8691025-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IUSG1XN.ps1"
"$I4D1GO9.md",".md","104","2026-01-23T20:53:44.5080758-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I4D1GO9.md"
"$ISXICEJ.md",".md","104","2026-01-23T20:32:47.4338271-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$ISXICEJ.md"
"$IW7CXC0.ps1",".ps1","104","2026-01-16T04:14:55.3955247-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IW7CXC0.ps1"
"$IQ9QBO1.ps1",".ps1","104","2026-01-17T01:31:13.3372360-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IQ9QBO1.ps1"
"$IZ5PVXG","","102","2026-01-18T17:17:21.6418988-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IZ5PVXG"
"$IB6QAJC.py",".py","102","2026-01-23T23:17:13.1169659-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IB6QAJC.py"
"$IB7650M.py",".py","102","2026-01-24T00:39:31.3727687-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IB7650M.py"
"$IX1CXE5.py",".py","102","2026-01-24T00:39:29.7380057-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IX1CXE5.py"
"$IOGRBU9.json",".json","102","2026-01-24T00:48:18.9269116-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IOGRBU9.json"
"$IVH1AWA.ps1",".ps1","102","2026-01-18T01:29:34.6843432-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IVH1AWA.ps1"
"$I8CCXB5.ps1",".ps1","102","2026-01-24T01:32:00.7068284-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I8CCXB5.ps1"
"$IUWLDVH.md",".md","100","2026-01-23T23:17:13.1944107-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IUWLDVH.md"
"$I923V9R.ps1",".ps1","100","2026-01-18T01:29:32.3866875-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I923V9R.ps1"
"$IP4690V.ps1",".ps1","98","2026-01-16T04:15:32.7863596-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IP4690V.ps1"
"$I2ACJ65.ps1",".ps1","98","2026-01-18T09:17:17.3317842-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I2ACJ65.ps1"
"$IPZ8DU7.ps1",".ps1","98","2026-01-18T09:17:17.4249765-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IPZ8DU7.ps1"
"$IRECN8D.ps1",".ps1","98","2026-01-18T09:17:17.5439653-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IRECN8D.ps1"
"$I9A7GJD.py",".py","98","2026-01-18T01:50:13.8814705-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I9A7GJD.py"
"$I1JB5HU.py",".py","98","2026-01-23T20:32:47.2424922-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I1JB5HU.py"
"$ITZZ3K0.ps1",".ps1","98","2026-01-23T20:53:43.8918474-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$ITZZ3K0.ps1"
"$IE62MGS.ps1",".ps1","98","2026-01-24T00:39:30.4181770-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IE62MGS.ps1"
"$I1BNJ2H.ps1",".ps1","98","2026-01-18T09:17:17.5033870-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I1BNJ2H.ps1"
"$ILZRSRU.gemini",".gemini","98","2026-01-18T09:16:38.1316932-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$ILZRSRU.gemini"
"$IJJY2Y9.ps1",".ps1","98","2026-01-24T00:39:30.1196257-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IJJY2Y9.ps1"
"$IEW9HRE.agent",".agent","96","2026-01-18T09:16:38.0526878-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IEW9HRE.agent"
"$ICG7OP3.ps1",".ps1","96","2026-01-24T00:39:30.5205305-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$ICG7OP3.ps1"
"$IOJXO7M.py",".py","96","2026-01-24T00:39:31.1572806-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IOJXO7M.py"
"$IX4DCYM.md",".md","96","2026-01-23T20:53:44.3299023-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IX4DCYM.md"
"$IFCDII3","","96","2026-01-18T09:16:22.0742172-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IFCDII3"
"$II04IY4.ps1",".ps1","96","2026-01-23T20:53:43.8207079-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$II04IY4.ps1"
"$IFHHPKH.md",".md","96","2026-01-23T20:53:44.2474952-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IFHHPKH.md"
"$IX20X7E.py",".py","96","2026-01-23T20:53:43.9573812-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IX20X7E.py"
"$IMSN3U7.py",".py","94","2026-01-24T00:39:30.3330494-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IMSN3U7.py"
"$I97OUH1.md",".md","94","2026-01-18T17:17:15.6128857-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I97OUH1.md"
"$IBI9Q0H.bat",".bat","94","2026-01-18T09:17:42.9416343-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IBI9Q0H.bat"
"$IV0IEZ0.md",".md","94","2026-01-24T00:39:30.9588235-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IV0IEZ0.md"
"$I7A8DH3.py",".py","94","2026-01-23T20:53:43.4181305-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I7A8DH3.py"
"$I5JOPYH.py",".py","94","2026-01-23T20:53:44.0884387-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I5JOPYH.py"
"$ISZXKQ1","","94","2026-01-23T20:32:47.5085995-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$ISZXKQ1"
"$ISXWAIT.ps1",".ps1","94","2026-01-18T09:17:17.6045006-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$ISXWAIT.ps1"
"$I4DN71J.bat",".bat","94","2026-01-18T09:17:42.7839440-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I4DN71J.bat"
"$IOJ68UB.ps1",".ps1","94","2026-01-17T01:31:13.5195883-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IOJ68UB.ps1"
"$IMC85YS.md",".md","94","2026-01-24T00:13:02.4668771-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IMC85YS.md"
"$IQ0BOGD.py",".py","94","2026-01-23T20:53:43.6073847-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IQ0BOGD.py"
"$I63J5LT.py",".py","94","2026-01-24T00:13:02.6224905-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I63J5LT.py"
"$ILXQCBB","","92","2026-01-18T09:16:38.2480969-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$ILXQCBB"
"$I6NBWMJ.ps1",".ps1","92","2026-01-24T00:39:30.7049711-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I6NBWMJ.ps1"
"$RQ6RR3Y.txt",".txt","91","2026-01-23T11:39:49.8440434-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RQ6RR3Y.txt"
"$IX9Q653.ps1",".ps1","90","2026-01-18T09:17:17.6490134-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IX9Q653.ps1"
"$I17NN0L.py",".py","90","2026-01-24T00:39:30.7864722-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I17NN0L.py"
"$IMFGTW3.py",".py","90","2026-01-23T20:53:43.5385259-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IMFGTW3.py"
"$I8D1BPB.ps1",".ps1","90","2026-01-18T01:29:32.3734485-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I8D1BPB.ps1"
"$IV2SNOV.py",".py","90","2026-01-23T20:53:44.6351000-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IV2SNOV.py"
"$IYPXMGT.py",".py","90","2026-01-23T20:53:43.5066340-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IYPXMGT.py"
"$IC5PE02.py",".py","90","2026-01-23T20:53:44.6740607-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IC5PE02.py"
"$IQ9UJIQ.py",".py","90","2026-01-24T00:39:29.9897728-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IQ9UJIQ.py"
"$IAR8AW8.sh",".sh","88","2026-01-15T14:32:42.9955351-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IAR8AW8.sh"
"$I6UJ4R8.md",".md","88","2026-01-24T00:13:02.3332162-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I6UJ4R8.md"
"$INSYTY3.json",".json","88","2026-01-17T01:31:14.4902558-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$INSYTY3.json"
"$ILQ9V91.ps1",".ps1","88","2026-01-16T04:14:54.7752171-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$ILQ9V91.ps1"
"$I4LDEGH","","88","2026-01-18T17:17:21.4788114-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I4LDEGH"
"$I3KQHPC.md",".md","88","2026-01-18T09:17:42.9652538-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I3KQHPC.md"
"$IWL1VJH","","88","2026-01-23T18:12:24.6090651-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IWL1VJH"
"$IB4HT93.py",".py","88","2026-01-23T20:53:43.3810666-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IB4HT93.py"
"$IVDMJQS","","86","2026-01-18T09:17:42.9034254-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IVDMJQS"
"$II6DSMI.ps1",".ps1","86","2026-01-18T09:17:17.5677813-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$II6DSMI.ps1"
"$ITYS7SG.bat",".bat","86","2026-01-18T01:27:08.0486401-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$ITYS7SG.bat"
"$IJ4TMAB.sh",".sh","86","2026-01-13T01:15:32.2586505-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IJ4TMAB.sh"
"$IUGH02K.py",".py","86","2026-01-23T20:53:43.0896913-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IUGH02K.py"
"$I1WWB5Z.py",".py","86","2026-01-24T00:13:02.3823681-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I1WWB5Z.py"
"$I42KPW9","","86","2026-01-18T04:20:39.7797609-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I42KPW9"
"$IW5D669.ps1",".ps1","84","2026-01-17T01:31:13.9791925-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IW5D669.ps1"
"$IG3BZNF.py",".py","84","2026-01-23T20:53:44.0027810-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IG3BZNF.py"
"$IJUK3OR.ps1",".ps1","84","2026-01-13T01:15:32.3747994-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IJUK3OR.ps1"
"$RWSCGBN.carbon",".carbon","83","2026-01-15T15:59:35.2356995-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RWSCGBN.carbon"
"$I89IFMJ.py",".py","82","2026-01-23T20:53:43.3370883-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I89IFMJ.py"
"$IJVYKDX.py",".py","82","2026-01-23T20:53:44.0463318-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IJVYKDX.py"
"$I4XDRPK.py",".py","82","2026-01-23T20:53:43.5789481-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I4XDRPK.py"
"$RBT4IDE.bat",".bat","80","2026-01-17T20:53:43.6285478-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RBT4IDE.bat"
"$I1OLRF4.bat",".bat","80","2026-01-18T01:27:08.5619821-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I1OLRF4.bat"
"$IR3X1ZM","","80","2026-01-23T20:36:12.8057514-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IR3X1ZM"
"$IGJ6Y17.py",".py","80","2026-01-23T20:53:44.7103483-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IGJ6Y17.py"
"$I5ESP46.bat",".bat","80","2026-01-18T01:27:08.3003725-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I5ESP46.bat"
"$IYZOUCW.py",".py","78","2026-01-18T01:27:07.9503278-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IYZOUCW.py"
"$IXSS7E7.ps1",".ps1","78","2026-01-18T01:27:08.3438911-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IXSS7E7.ps1"
"$IERVA29","","78","2026-01-23T11:12:52.7612409-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IERVA29"
"$IBNB1DR.bat",".bat","78","2026-01-18T01:27:07.9999202-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IBNB1DR.bat"
"$I3M3BIB.ps1",".ps1","78","2026-01-18T01:27:08.2042012-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I3M3BIB.ps1"
"$ICXSXR2.py",".py","78","2026-01-23T20:53:49.7114183-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$ICXSXR2.py"
"$ISIVDNF.py",".py","76","2026-01-18T01:27:07.6468666-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$ISIVDNF.py"
"$IPO7Z0W.ps1",".ps1","76","2026-01-18T01:27:08.2541465-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IPO7Z0W.ps1"
"$ICQ1OJ3.txt",".txt","76","2026-01-16T04:14:41.2424330-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$ICQ1OJ3.txt"
"$ILECU0P.exe",".exe","76","2026-01-15T21:32:50.3949665-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$ILECU0P.exe"
"$IS1Q199.md",".md","76","2026-01-23T20:53:44.1768736-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IS1Q199.md"
"$I1MBCUE.md",".md","74","2026-01-18T01:27:08.4101405-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I1MBCUE.md"
"$IZXFLM9.py",".py","74","2026-01-23T20:53:43.2948052-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IZXFLM9.py"
"$IORIDSU","","74","2026-01-23T20:36:37.8036009-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IORIDSU"
"$IOCGR9K.json",".json","74","2026-01-16T04:14:41.4049977-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IOCGR9K.json"
"$IAWF3DM.py",".py","72","2026-01-23T20:53:44.5970351-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IAWF3DM.py"
"$IOBEPQL.bat",".bat","72","2026-01-18T01:27:08.5316384-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IOBEPQL.bat"
"$IX97ERO.run",".run","72","2026-01-17T01:31:14.1697227-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IX97ERO.run"
"$IPGQ805.sh",".sh","72","2026-01-15T14:32:40.4586790-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IPGQ805.sh"
"$IS27P8Y","","72","2026-01-18T01:28:05.7476159-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IS27P8Y"
"$IS0T37X.ps1",".ps1","72","2026-01-17T01:31:14.3218027-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IS0T37X.ps1"
"$IQTYUDP.exe",".exe","72","2026-01-18T09:17:42.8646610-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IQTYUDP.exe"
"$I7GU0NB.sh",".sh","70","2026-01-15T14:32:42.4151863-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I7GU0NB.sh"
"$IWV8ECR.toml",".toml","70","2026-01-24T00:39:30.2421502-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IWV8ECR.toml"
"$IOLP67X","","70","2026-01-23T20:36:33.7045494-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IOLP67X"
"$IRI2EWB","","68","2026-01-18T01:27:57.0609889-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IRI2EWB"
"$IAHL8K6.ps1",".ps1","68","2026-01-18T01:27:08.1523090-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IAHL8K6.ps1"
"$IOUZOGS.md",".md","68","2026-01-24T00:39:31.3121259-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IOUZOGS.md"
"$IBT4IDE.bat",".bat","66","2026-01-18T01:27:07.9042374-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IBT4IDE.bat"
"$I3HFQFV.txt",".txt","64","2026-01-18T01:27:08.4744427-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I3HFQFV.txt"
"$IP39BVZ.exe",".exe","64","2026-01-15T21:32:50.9142564-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IP39BVZ.exe"
"$IOFJGVH","","64","2026-01-18T09:17:42.8272724-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IOFJGVH"
"$I51MSX0.txt",".txt","62","2026-01-23T20:53:43.7175325-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I51MSX0.txt"
"$IUD4ZPJ.bat",".bat","60","2026-01-18T01:27:08.0872272-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IUD4ZPJ.bat"
"$IZQ74FN.bat",".bat","60","2026-01-18T01:27:08.5977026-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IZQ74FN.bat"
"$I7NELFE.sh",".sh","60","2026-01-15T14:32:41.5386542-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I7NELFE.sh"
"$IKY1RDD","","60","2026-01-14T21:00:04.2561863-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IKY1RDD"
"$IBTJ3HX.zip",".zip","58","2026-01-16T04:14:41.6543488-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IBTJ3HX.zip"
"$IWSCGBN.carbon",".carbon","58","2026-01-16T04:14:41.2954829-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IWSCGBN.carbon"
"$IELBSYV.exe",".exe","54","2026-01-15T21:32:51.0007606-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IELBSYV.exe"
"$IJFHUZJ.md",".md","52","2026-01-23T20:53:44.1258746-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IJFHUZJ.md"
"$IS3DYYG.gemini",".gemini","50","2026-01-18T01:28:56.6689139-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IS3DYYG.gemini"
"$ITJMIL7.cursor",".cursor","50","2026-01-23T11:28:59.4436899-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$ITJMIL7.cursor"
"$IKLVDIZ.cursor",".cursor","50","2026-01-18T01:28:54.8616582-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IKLVDIZ.cursor"
"$ROCGR9K.json",".json","48","2026-01-15T09:46:46.7509863-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$ROCGR9K.json"
"$ITW41RP.o",".o","48","2026-01-16T04:14:41.3561047-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$ITW41RP.o"
"$IQ71DIS.agent",".agent","48","2026-01-18T01:28:40.4008188-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IQ71DIS.agent"
"$I05JS0E","","48","2026-01-18T01:27:33.9034738-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$I05JS0E"
"$IHK66N7.zip",".zip","48","2026-01-17T01:31:13.8252138-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IHK66N7.zip"
"$IW6ZRXR","","44","2026-01-16T04:14:40.8769255-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IW6ZRXR"
"$IO5GP9M","","44","2026-01-18T09:17:55.2543219-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$IO5GP9M"
"$RLECU0P.exe",".exe","24","2026-01-15T17:15:15.5045407-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RLECU0P.exe"
"$RP39BVZ.exe",".exe","24","2026-01-15T17:15:21.3852813-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RP39BVZ.exe"
"$R51MSX0.txt",".txt","20","2026-01-23T19:41:16.1738363-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R51MSX0.txt"
"$RCQ1OJ3.txt",".txt","6","2026-01-15T16:21:51.0326704-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RCQ1OJ3.txt"
"$RW7CXC0.ps1",".ps1","0","2026-01-15T23:19:01.9991486-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RW7CXC0.ps1"
"$RGSKR7Z.ps1",".ps1","0","2026-01-15T22:51:40.5226828-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RGSKR7Z.ps1"
"$RRIFWJ0.json",".json","0","2026-01-23T11:39:49.8000045-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RRIFWJ0.json"
